no-heart-attack,heart-attack,Salary-Churn,Salary-Not-Churn,Mex-Inflation,high_school,bachelors_degree,home-expected-goals,away-expected-goals,Control-earning,Test-earning,Control-Click,Test-Click,Developing,Developed,,
,,179540.73,126082.18,,,,,,,,,,,,,
,,43174.49,41967.03,,,,,,,,,,,,,
,,70927.11,186300.59,,,,,,,,,,,,,
,,15068.53,85412.54,,,,,,,,,,,,,
,,197727.14,23343.18,,,,,,,,,,,,,
,,79555.08,180698.32,,,,,,,,,,,,,
,,89729.3,136071.05,,,,,,,,,,,,,
,,24770.22,146949.74,,,,,,,,,,,,,
,,129333.69,88920.68,,,,,,,,,,,,,
,,16025.17,45098.62,,,,,,,,,,,,,
,,22068.83,108528.74,,,,,,,,,,,,,
,,156910.46,145560.38,,,,,,,,,,,,,
,,69903.93,199357.24,,,,,,,,,,,,,
,,21903.62,43106.17,,,,,,,,,,,,,
,,9439.31,137508.31,,,,,,,,,,,,,
,,53630.9,91957.39,,,,,,,,,,,,,
,,61446.92,120612.11,,,,,,,,,,,,,
,,194686.78,102921.17,,,,,,,,,,,,,
,,106826.92,180002.42,,,,,,,,,,,,,
,,196371.13,28407.4,,,,,,,,,,,,,
,,192464.21,48244.64,,,,,,,,,,,,,
,,48571.14,71178.09,,,,,,,,,,,,,
,,183536.24,25684.93,,,,,,,,,,,,,
,,77786.37,29737.14,,,,,,,,,,,,,
,,81014.5,27597.59,,,,,,,,,,,,,
,,11302.7,95025.27,,,,,,,,,,,,,
,,175877.7,167035.07,,,,,,,,,,,,,
,,18522.91,116781.71,,,,,,,,,,,,,
,,82469.06,21170.81,,,,,,,,,,,,,
,,110900.43,29641.58,,,,,,,,,,,,,
,,85876.67,116520.07,,,,,,,,,,,,,
,,178827.3,44220.4,,,,,,,,,,,,,
,,76544.9,166188.28,,,,,,,,,,,,,
,,55868.97,37024.28,,,,,,,,,,,,,
,,119259.34,27513.47,,,,,,,,,,,,,
,,125692.07,17744.72,,,,,,,,,,,,,
,,144849.1,4423.63,,,,,,,,,,,,,
,,144727.45,115288.24,,,,,,,,,,,,,
,,94620,41233.97,,,,,,,,,,,,,
,,120314.75,52952.24,,,,,,,,,,,,,
,,6129.61,174536.17,,,,,,,,,,,,,
,,27509.52,77965.44,,,,,,,,,,,,,
,,2705.31,5635.63,,,,,,,,,,,,,
,,129013.59,81310.1,,,,,,,,,,,,,
,,36697.48,111421.45,,,,,,,,,,,,,
,,36548,190269.21,,,,,,,,,,,,,
,,182960.46,100950.48,,,,,,,,,,,,,
,,14090.4,120663.57,,,,,,,,,,,,,
,,144413.92,187192.23,,,,,,,,,,,,,
,,120852.85,97825.23,,,,,,,,,,,,,
,,148412.24,103287.62,,,,,,,,,,,,,
,,147955.91,167538.66,,,,,,,,,,,,,
,,120668.46,102426.06,,,,,,,,,,,,,
,,163989.66,107876.2,,,,,,,,,,,,,
,,85869.89,37294.88,,,,,,,,,,,,,
,,63092.65,89248.99,,,,,,,,,,,,,
,,56971.41,91973.63,,,,,,,,,,,,,
,,130752.01,16870.2,,,,,,,,,,,,,
,,127939.26,121681.19,,,,,,,,,,,,,
,,2605.65,33730.43,,,,,,,,,,,,,
,,57841.89,104786.59,,,,,,,,,,,,,
,,5549.11,94790.34,,,,,,,,,,,,,
,,106939.34,28726.07,,,,,,,,,,,,,
,,76582.95,67057.27,,,,,,,,,,,,,
,,104217.96,69079.85,,,,,,,,,,,,,
,,191694.77,179780.74,,,,,,,,,,,,,
,,59645.24,142587.32,,,,,,,,,,,,,
,,85516.37,177844.06,,,,,,,,,,,,,
,,19412.8,121053.19,,,,,,,,,,,,,
,,75685.59,149613.77,,,,,,,,,,,,,
,,97939.4,142.81,,,,,,,,,,,,,
,,178067.33,53311.78,,,,,,,,,,,,,
,,150802.41,107665.02,,,,,,,,,,,,,
,,172321.21,109523.88,,,,,,,,,,,,,
,,158036.72,112132.86,,,,,,,,,,,,,
,,65466.93,113645.4,,,,,,,,,,,,,
,,667.66,180890.4,,,,,,,,,,,,,
,,106061.47,70974.13,,,,,,,,,,,,,
,,97893.4,53379.52,,,,,,,,,,,,,
,,170332.67,158531.01,,,,,,,,,,,,,
,,186942.49,84606.03,,,,,,,,,,,,,
,,68393.64,56984.58,,,,,,,,,,,,,
,,93439.75,116912.45,,,,,,,,,,,,,
,,79559.02,102999.33,,,,,,,,,,,,,
,,185599.34,132801.57,,,,,,,,,,,,,
,,119348.76,98657.01,,,,,,,,,,,,,
,,149614.17,107948.72,,,,,,,,,,,,,
,,41295.1,192892.05,,,,,,,,,,,,,
,,190663.89,114722.42,,,,,,,,,,,,,
,,115262.54,111687.57,,,,,,,,,,,,,
,,161845.81,184182.25,,,,,,,,,,,,,
,,32863.24,126451.14,,,,,,,,,,,,,
,,79366.98,12048.67,,,,,,,,,,,,,
,,192743.06,95804.33,,,,,,,,,,,,,
,,56793.02,197911.52,,,,,,,,,,,,,
,,92920.04,182531.74,,,,,,,,,,,,,
,,144532.85,79450.61,,,,,,,,,,,,,
,,51308.54,60615.83,,,,,,,,,,,,,
,,72577.33,8643.21,,,,,,,,,,,,,
,,157458.61,172172.7,,,,,,,,,,,,,
,,167183.07,137476.71,,,,,,,,,,,,,
,,26342.33,94415.6,,,,,,,,,,,,,
,,78250.13,69052.87,,,,,,,,,,,,,
,,47114.18,56780.97,,,,,,,,,,,,,
,,61538.43,170072.9,,,,,,,,,,,,,
,,55266.96,84803.76,,,,,,,,,,,,,
,,32349.29,44165.84,,,,,,,,,,,,,
,,99475.95,91406.62,,,,,,,,,,,,,
,,89935.73,83282.21,,,,,,,,,,,,,
,,171681.86,7554.68,,,,,,,,,,,,,
,,161655.55,80416.16,,,,,,,,,,,,,
,,81123.59,164549.74,,,,,,,,,,,,,
,,60552.44,175477.03,,,,,,,,,,,,,
,,92075.01,137903.54,,,,,,,,,,,,,
,,184125.1,93795.86,,,,,,,,,,,,,
,,3497.43,49492.15,,,,,,,,,,,,,
,,45445.78,35825.18,,,,,,,,,,,,,
,,168034.83,67494.23,,,,,,,,,,,,,
,,16281.68,145159.26,,,,,,,,,,,,,
,,30165.06,123850.58,,,,,,,,,,,,,
,,80593.49,23822.04,,,,,,,,,,,,,
,,95483.48,159773.14,,,,,,,,,,,,,
,,123982.14,84238.63,,,,,,,,,,,,,
,,95022.02,72330.46,,,,,,,,,,,,,
,,123646.57,26767.85,,,,,,,,,,,,,
,,738.88,164768.82,,,,,,,,,,,,,
,,6985.34,43999.64,,,,,,,,,,,,,
,,161241.65,140746.13,,,,,,,,,,,,,
,,73124.53,152790.92,,,,,,,,,,,,,
,,117369.52,183038.33,,,,,,,,,,,,,
,,120853.83,138849.06,,,,,,,,,,,,,
,,59207.41,170333.38,,,,,,,,,,,,,
,,196526.55,60416.76,,,,,,,,,,,,,
,,53445.17,100240.2,,,,,,,,,,,,,
,,115146.4,2704.98,,,,,,,,,,,,,
,,69384.71,68815.05,,,,,,,,,,,,,
,,42085.58,64839.23,,,,,,,,,,,,,
,,92888.52,144494.94,,,,,,,,,,,,,
,,,185510.34,,,,,,,,,,,,,
,,,56055.72,,,,,,,,,,,,,
,,,155061.97,,,,,,,,,,,,,
,,,119817.19,,,,,,,,,,,,,
,,,184654.87,,,,,,,,,,,,,
,,,5278.78,,,,,,,,,,,,,
,,,113244.73,,,,,,,,,,,,,
,,,8908,,,,,,,,,,,,,
,,,64490.67,,,,,,,,,,,,,
,,,155786.39,,,,,,,,,,,,,
,,,129084.82,,,,,,,,,,,,,
,,,188533.11,,,,,,,,,,,,,
,,,13411.67,,,,,,,,,,,,,
,,,15733.19,,,,,,,,,,,,,
,,,73127.61,,,,,,,,,,,,,
,,,101704.19,,,,,,,,,,,,,
,,,101986.16,,,,,,,,,,,,,
,,,114442.66,,,,,,,,,,,,,
,,,15669.17,,,,,,,,,,,,,
,,,157486.1,,,,,,,,,,,,,
,,,131281.28,,,,,,,,,,,,,
,,,197001.15,,,,,,,,,,,,,
,,,85101,,,,,,,,,,,,,
,,,149822.04,,,,,,,,,,,,,
,,,135795.53,,,,,,,,,,,,,
,,,130483.56,,,,,,,,,,,,,
,,,183479.12,,,,,,,,,,,,,
,,,77027.34,,,,,,,,,,,,,
,,,94141.75,,,,,,,,,,,,,
,,,4092.75,,,,,,,,,,,,,
,,,109257.59,,,,,,,,,,,,,
,,,104617.99,,,,,,,,,,,,,
,,,167705.07,,,,,,,,,,,,,
,,,6089.13,,,,,,,,,,,,,
,,,159777.37,,,,,,,,,,,,,
,,,7919.08,,,,,,,,,,,,,
,,,188274.6,,,,,,,,,,,,,
,,,183569.25,,,,,,,,,,,,,
,,,145537.32,,,,,,,,,,,,,
,,,164717.95,,,,,,,,,,,,,
,,,76357.43,,,,,,,,,,,,,
,,,151843.54,,,,,,,,,,,,,
,,,5698.97,,,,,,,,,,,,,
,,,122865.55,,,,,,,,,,,,,
,,,152665.85,,,,,,,,,,,,,
,,,192131.77,,,,,,,,,,,,,
,,,62851.6,,,,,,,,,,,,,
,,,140941.47,,,,,,,,,,,,,
,,,177235.23,,,,,,,,,,,,,
,,,86242.18,,,,,,,,,,,,,
,,,34215.58,,,,,,,,,,,,,
,,,44406.17,,,,,,,,,,,,,
,,,165196.65,,,,,,,,,,,,,
,,,34542.41,,,,,,,,,,,,,
,,,36980.54,,,,,,,,,,,,,
,,,111676.63,,,,,,,,,,,,,
,,,25858.68,,,,,,,,,,,,,
,,,136915.15,,,,,,,,,,,,,
,,,159737.56,,,,,,,,,,,,,
,,,142238.54,,,,,,,,,,,,,
,,,194270.91,,,,,,,,,,,,,
,,,105443.47,,,,,,,,,,,,,
,,,122823.34,,,,,,,,,,,,,
,,,140780.8,,,,,,,,,,,,,
,,,78560.64,,,,,,,,,,,,,
,,,185855.21,,,,,,,,,,,,,
,,,128276.95,,,,,,,,,,,,,
,,,140197.42,,,,,,,,,,,,,
,,,162253.9,,,,,,,,,,,,,
,,,30498.7,,,,,,,,,,,,,
,,,90280.7,,,,,,,,,,,,,
,,,32615.21,,,,,,,,,,,,,
,,,196142.26,,,,,,,,,,,,,
,,,16998.72,,,,,,,,,,,,,
,,,62980.96,,,,,,,,,,,,,
,,,185660.3,,,,,,,,,,,,,
,,,77331.77,,,,,,,,,,,,,
,,,97338.62,,,,,,,,,,,,,
,,,67234.33,,,,,,,,,,,,,
,,,143783.28,,,,,,,,,,,,,
,,,89123.99,,,,,,,,,,,,,
,,,70810.8,,,,,,,,,,,,,
,,,17550.49,,,,,,,,,,,,,
,,,21497.27,,,,,,,,,,,,,
,,,124749.08,,,,,,,,,,,,,
,,,143681.83,,,,,,,,,,,,,
,,,150694.58,,,,,,,,,,,,,
,,,97684.46,,,,,,,,,,,,,
,,,53520.03,,,,,,,,,,,,,
,,,15200.61,,,,,,,,,,,,,
,,,196894.62,,,,,,,,,,,,,
,,,26229.24,,,,,,,,,,,,,
,,,134034.32,,,,,,,,,,,,,
,,,198032.93,,,,,,,,,,,,,
,,,119882.86,,,,,,,,,,,,,
,,,133102.3,,,,,,,,,,,,,
,,,176395.02,,,,,,,,,,,,,
,,,193179.88,,,,,,,,,,,,,
,,,125062.02,,,,,,,,,,,,,
,,,143287.58,,,,,,,,,,,,,
,,,87236.4,,,,,,,,,,,,,
,,,93769.89,,,,,,,,,,,,,
,,,88965.46,,,,,,,,,,,,,
,,,30793.61,,,,,,,,,,,,,
,,,74532.02,,,,,,,,,,,,,
,,,113086.08,,,,,,,,,,,,,
,,,14559.62,,,,,,,,,,,,,
,,,598.8,,,,,,,,,,,,,
,,,129697.99,,,,,,,,,,,,,
,,,36315.03,,,,,,,,,,,,,
,,,1114.12,,,,,,,,,,,,,
,,,70954.41,,,,,,,,,,,,,
,,,73470.98,,,,,,,,,,,,,
,,,91573.19,,,,,,,,,,,,,
,,,3154.95,,,,,,,,,,,,,
,,,88187.81,,,,,,,,,,,,,
,,,125256.53,,,,,,,,,,,,,
,,,39016.43,,,,,,,,,,,,,
,,,145796.49,,,,,,,,,,,,,
,,,168816.22,,,,,,,,,,,,,
,,,73322,,,,,,,,,,,,,
,,,124607.7,,,,,,,,,,,,,
,,,11276.48,,,,,,,,,,,,,
,,,136620.64,,,,,,,,,,,,,
,,,70523.92,,,,,,,,,,,,,
,,,113481.02,,,,,,,,,,,,,
,,,49025.79,,,,,,,,,,,,,
,,,145937.99,,,,,,,,,,,,,
,,,25161.61,,,,,,,,,,,,,
,,,24903.09,,,,,,,,,,,,,
,,,179565.57,,,,,,,,,,,,,
,,,48131.92,,,,,,,,,,,,,
,,,160828.98,,,,,,,,,,,,,
,,,145151.96,,,,,,,,,,,,,
,,,196293.76,,,,,,,,,,,,,
,,,84635.64,,,,,,,,,,,,,
,,,159486.76,,,,,,,,,,,,,
,,,38596.34,,,,,,,,,,,,,
,,,27814.74,,,,,,,,,,,,,
,,,183893.31,,,,,,,,,,,,,
,,,140803.7,,,,,,,,,,,,,
,,,146585.53,,,,,,,,,,,,,
,,,40062.29,,,,,,,,,,,,,
,,,181300.32,,,,,,,,,,,,,
,,,84136.12,,,,,,,,,,,,,
,,,197594.34,,,,,,,,,,,,,
,,,75465.41,,,,,,,,,,,,,
,,,177737.07,,,,,,,,,,,,,
,,,7144.46,,,,,,,,,,,,,
,,,155639.76,,,,,,,,,,,,,
,,,162428.05,,,,,,,,,,,,,
,,,14917.09,,,,,,,,,,,,,
,,,129984.2,,,,,,,,,,,,,
,,,194872.97,,,,,,,,,,,,,
,,,117507.11,,,,,,,,,,,,,
,,,92612.88,,,,,,,,,,,,,
,,,74850.84,,,,,,,,,,,,,
,,,127413,,,,,,,,,,,,,
,,,114092.52,,,,,,,,,,,,,
,,,16150.34,,,,,,,,,,,,,
,,,115227.02,,,,,,,,,,,,,
,,,170621.55,,,,,,,,,,,,,
,,,103099.22,,,,,,,,,,,,,
,,,38772.82,,,,,,,,,,,,,
,,,44946.29,,,,,,,,,,,,,
,,,146007.7,,,,,,,,,,,,,
,,,145558.42,,,,,,,,,,,,,
,,,193312.33,,,,,,,,,,,,,
,,,40257.79,,,,,,,,,,,,,
,,,46677.9,,,,,,,,,,,,,
,,,103108.33,,,,,,,,,,,,,
,,,58652.23,,,,,,,,,,,,,
,,,113845.19,,,,,,,,,,,,,
,,,67607.9,,,,,,,,,,,,,
,,,145471.94,,,,,,,,,,,,,
,,,124071.71,,,,,,,,,,,,,
,,,67502.12,,,,,,,,,,,,,
,,,78707.97,,,,,,,,,,,,,
,,,149381.32,,,,,,,,,,,,,
,,,100335.55,,,,,,,,,,,,,
,,,152698.24,,,,,,,,,,,,,
,,,41192.95,,,,,,,,,,,,,
,,,132540.33,,,,,,,,,,,,,
,,,96875.52,,,,,,,,,,,,,
,,,152305.47,,,,,,,,,,,,,
,,,49672.01,,,,,,,,,,,,,
,,,133997.53,,,,,,,,,,,,,
,,,50454.8,,,,,,,,,,,,,
,,,16402.11,,,,,,,,,,,,,
,,,67803.83,,,,,,,,,,,,,
,,,9241.78,,,,,,,,,,,,,
,,,100601.73,,,,,,,,,,,,,
,,,98734.15,,,,,,,,,,,,,
,,,160574.09,,,,,,,,,,,,,
,,,26015.8,,,,,,,,,,,,,
,,,187172.54,,,,,,,,,,,,,
,,,55763.66,,,,,,,,,,,,,
,,,75848.22,,,,,,,,,,,,,
,,,40313.47,,,,,,,,,,,,,
,,,23864.21,,,,,,,,,,,,,
,,,51380.9,,,,,,,,,,,,,
,,,93551.36,,,,,,,,,,,,,
,,,169415.54,,,,,,,,,,,,,
,,,6935.31,,,,,,,,,,,,,
,,,25399.7,,,,,,,,,,,,,
,,,66256.27,,,,,,,,,,,,,
,,,158357.97,,,,,,,,,,,,,
,,,164815.59,,,,,,,,,,,,,
,,,146637.45,,,,,,,,,,,,,
,,,34827.43,,,,,,,,,,,,,
,,,22074.48,,,,,,,,,,,,,
,,,109805.17,,,,,,,,,,,,,
,,,97416.34,,,,,,,,,,,,,
,,,69132.66,,,,,,,,,,,,,
,,,9376.89,,,,,,,,,,,,,
,,,20856.31,,,,,,,,,,,,,
,,,187048.72,,,,,,,,,,,,,
,,,53420.53,,,,,,,,,,,,,
,,,37013.29,,,,,,,,,,,,,
,,,89566.64,,,,,,,,,,,,,
,,,149913.84,,,,,,,,,,,,,
,,,18066.69,,,,,,,,,,,,,
,,,26912.34,,,,,,,,,,,,,
,,,173511.72,,,,,,,,,,,,,
,,,146785.44,,,,,,,,,,,,,
,,,1050.33,,,,,,,,,,,,,
,,,74405.34,,,,,,,,,,,,,
,,,54409.48,,,,,,,,,,,,,
,,,3647.57,,,,,,,,,,,,,
,,,53412.54,,,,,,,,,,,,,
,,,194867.78,,,,,,,,,,,,,
,,,150452.88,,,,,,,,,,,,,
,,,57807.05,,,,,,,,,,,,,
,,,107534.32,,,,,,,,,,,,,
,,,194073.33,,,,,,,,,,,,,
,,,120586.32,,,,,,,,,,,,,
,,,50578.4,,,,,,,,,,,,,
,,,86575.46,,,,,,,,,,,,,
,,,153392.28,,,,,,,,,,,,,
,,,115509.59,,,,,,,,,,,,,
,,,82176.48,,,,,,,,,,,,,
,,,63717.49,,,,,,,,,,,,,
,,,198745.94,,,,,,,,,,,,,
,,,5719.11,,,,,,,,,,,,,
,,,20058.61,,,,,,,,,,,,,
,,,170638.98,,,,,,,,,,,,,
,,,30607.11,,,,,,,,,,,,,
,,,37171.46,,,,,,,,,,,,,
,,,42589.33,,,,,,,,,,,,,
,,,66799.28,,,,,,,,,,,,,
,,,101866.39,,,,,,,,,,,,,
,,,49284,,,,,,,,,,,,,
,,,70760.69,,,,,,,,,,,,,
,,,165407.96,,,,,,,,,,,,,
,,,113580.79,,,,,,,,,,,,,
,,,45978.39,,,,,,,,,,,,,
,,,152012.36,,,,,,,,,,,,,
,,,77349.92,,,,,,,,,,,,,
,,,47322.05,,,,,,,,,,,,,
,,,38772.65,,,,,,,,,,,,,
,,,24489.44,,,,,,,,,,,,,
,,,14466.08,,,,,,,,,,,,,
,,,63142.12,,,,,,,,,,,,,
,,,41858.43,,,,,,,,,,,,,
,,,84151.98,,,,,,,,,,,,,
,,,58595.64,,,,,,,,,,,,,
,,,152855.96,,,,,,,,,,,,,
,,,73371.65,,,,,,,,,,,,,
,,,70323.68,,,,,,,,,,,,,
,,,9663.28,,,,,,,,,,,,,
,,,142514.66,,,,,,,,,,,,,
,,,118623.94,,,,,,,,,,,,,
,,,68400.14,,,,,,,,,,,,,
,,,115291.86,,,,,,,,,,,,,
,,,170382.99,,,,,,,,,,,,,
,,,79812.77,,,,,,,,,,,,,
,,,19862.78,,,,,,,,,,,,,
,,,158610.89,,,,,,,,,,,,,
,,,61931.21,,,,,,,,,,,,,
,,,22247.27,,,,,,,,,,,,,
,,,31448.52,,,,,,,,,,,,,
,,,146875.86,,,,,,,,,,,,,
,,,116081.93,,,,,,,,,,,,,
,,,93959.96,,,,,,,,,,,,,
,,,158918.03,,,,,,,,,,,,,
,,,198193.75,,,,,,,,,,,,,
,,,13160.03,,,,,,,,,,,,,
,,,4660.91,,,,,,,,,,,,,
,,,63023.02,,,,,,,,,,,,,
,,,118971.74,,,,,,,,,,,,,
,,,154700.61,,,,,,,,,,,,,
,,,97577.17,,,,,,,,,,,,,
,,,48990.5,,,,,,,,,,,,,
,,,130189.53,,,,,,,,,,,,,
,,,16301.91,,,,,,,,,,,,,
,,,126962.41,,,,,,,,,,,,,
,,,158750.53,,,,,,,,,,,,,
,,,199644.2,,,,,,,,,,,,,
,,,98320.27,,,,,,,,,,,,,
,,,64129.03,,,,,,,,,,,,,
,,,181221.09,,,,,,,,,,,,,
,,,163809.08,,,,,,,,,,,,,
,,,15801.02,,,,,,,,,,,,,
,,,102950.79,,,,,,,,,,,,,
,,,174918.46,,,,,,,,,,,,,
,,,82298.59,,,,,,,,,,,,,
,,,130686.59,,,,,,,,,,,,,
,,,68985.99,,,,,,,,,,,,,
,,,35367.19,,,,,,,,,,,,,
,,,170705.53,,,,,,,,,,,,,
,,,126477.41,,,,,,,,,,,,,
,,,159618.17,,,,,,,,,,,,,
,,,168285.85,,,,,,,,,,,,,
,,,138052.51,,,,,,,,,,,,,
,,,71179.31,,,,,,,,,,,,,
,,,55556.3,,,,,,,,,,,,,
,,,31705.19,,,,,,,,,,,,,
,,,186118.93,,,,,,,,,,,,,
,,,195580.28,,,,,,,,,,,,,
,,,54113.38,,,,,,,,,,,,,
,,,127528.84,,,,,,,,,,,,,
,,,129690.5,,,,,,,,,,,,,
,,,113860.81,,,,,,,,,,,,,
,,,184524.74,,,,,,,,,,,,,
,,,36124.98,,,,,,,,,,,,,
,,,121316.07,,,,,,,,,,,,,
,,,185630.76,,,,,,,,,,,,,
,,,71133.12,,,,,,,,,,,,,
,,,32020.42,,,,,,,,,,,,,
,,,162760.96,,,,,,,,,,,,,
,,,175178.56,,,,,,,,,,,,,
,,,177099.71,,,,,,,,,,,,,
,,,66406.37,,,,,,,,,,,,,
,,,59559.81,,,,,,,,,,,,,
,,,175750.21,,,,,,,,,,,,,
,,,174311.3,,,,,,,,,,,,,
,,,171716.81,,,,,,,,,,,,,
,,,116977.89,,,,,,,,,,,,,
,,,185105.44,,,,,,,,,,,,,
,,,36251,,,,,,,,,,,,,
,,,103174.5,,,,,,,,,,,,,
,,,122642.09,,,,,,,,,,,,,
,,,122937.57,,,,,,,,,,,,,
,,,8757.39,,,,,,,,,,,,,
,,,125782.29,,,,,,,,,,,,,
,,,122487.73,,,,,,,,,,,,,
,,,20066.38,,,,,,,,,,,,,
,,,55473.15,,,,,,,,,,,,,
,,,38962.94,,,,,,,,,,,,,
,,,63795.8,,,,,,,,,,,,,
,,,163060.43,,,,,,,,,,,,,
,,,26578.69,,,,,,,,,,,,,
,,,5066.76,,,,,,,,,,,,,
,,,140497.67,,,,,,,,,,,,,
,,,146156.98,,,,,,,,,,,,,
,,,199316.19,,,,,,,,,,,,,
,,,103944.37,,,,,,,,,,,,,
,,,138021.36,,,,,,,,,,,,,
,,,68621.98,,,,,,,,,,,,,
,,,28149.06,,,,,,,,,,,,,
,,,116537.96,,,,,,,,,,,,,
,,,105922.69,,,,,,,,,,,,,
,,,26900.63,,,,,,,,,,,,,
,,,3494.02,,,,,,,,,,,,,
,,,113163.17,,,,,,,,,,,,,
,,,19324.5,,,,,,,,,,,,,
,,,189678.7,,,,,,,,,,,,,
,,,26387.71,,,,,,,,,,,,,
,,,106276.55,,,,,,,,,,,,,
,,,45015.38,,,,,,,,,,,,,
,,,173495.77,,,,,,,,,,,,,
,,,52581.96,,,,,,,,,,,,,
,,,182609.97,,,,,,,,,,,,,
,,,197890.65,,,,,,,,,,,,,
,,,6225.63,,,,,,,,,,,,,
,,,170195.4,,,,,,,,,,,,,
,,,114190.3,,,,,,,,,,,,,
,,,27022.57,,,,,,,,,,,,,
,,,59457,,,,,,,,,,,,,
,,,165038.41,,,,,,,,,,,,,
,,,154181.41,,,,,,,,,,,,,
,,,134960.98,,,,,,,,,,,,,
,,,65708.5,,,,,,,,,,,,,
,,,117374.22,,,,,,,,,,,,,
,,,77703.19,,,,,,,,,,,,,
,,,177651.38,,,,,,,,,,,,,
,,,60954.45,,,,,,,,,,,,,
,,,151924.9,,,,,,,,,,,,,
,,,26318.73,,,,,,,,,,,,,
,,,147557.71,,,,,,,,,,,,,
,,,125918.17,,,,,,,,,,,,,
,,,190803.37,,,,,,,,,,,,,
,,,11043.54,,,,,,,,,,,,,
,,,140579.17,,,,,,,,,,,,,
,,,37731.95,,,,,,,,,,,,,
,,,1852.58,,,,,,,,,,,,,
,,,172049.84,,,,,,,,,,,,,
,,,192751.18,,,,,,,,,,,,,
,,,193828.27,,,,,,,,,,,,,
,,,55775.72,,,,,,,,,,,,,
,,,102280.29,,,,,,,,,,,,,
,,,44965.44,,,,,,,,,,,,,
,,,170661.02,,,,,,,,,,,,,
,,,197145.89,,,,,,,,,,,,,
,,,100557.03,,,,,,,,,,,,,
,,,92606.98,,,,,,,,,,,,,
,,,123956.83,,,,,,,,,,,,,
,,,102758.43,,,,,,,,,,,,,
,,,94876.65,,,,,,,,,,,,,
,,,67840.81,,,,,,,,,,,,,
,,,4050.57,,,,,,,,,,,,,
,,,134665.25,,,,,,,,,,,,,
,,,181647.13,,,,,,,,,,,,,
,,,33282.84,,,,,,,,,,,,,
,,,68343.53,,,,,,,,,,,,,
,,,198161.07,,,,,,,,,,,,,
,,,196858.4,,,,,,,,,,,,,
,,,120511.03,,,,,,,,,,,,,
,,,30886.35,,,,,,,,,,,,,
,,,2743.69,,,,,,,,,,,,,
,,,167778.62,,,,,,,,,,,,,
,,,132404.64,,,,,,,,,,,,,
,,,181204.5,,,,,,,,,,,,,
,,,120880.72,,,,,,,,,,,,,
,,,100834.22,,,,,,,,,,,,,
,,,34665.79,,,,,,,,,,,,,
,,,36942.35,,,,,,,,,,,,,
,,,16460.77,,,,,,,,,,,,,
,,,45610.63,,,,,,,,,,,,,
,,,184954.11,,,,,,,,,,,,,
,,,196789.9,,,,,,,,,,,,,
,,,173425.68,,,,,,,,,,,,,
,,,36221.18,,,,,,,,,,,,,
,,,174738.2,,,,,,,,,,,,,
,,,165692.03,,,,,,,,,,,,,
,,,194691.95,,,,,,,,,,,,,
,,,146511.2,,,,,,,,,,,,,
,,,51752.18,,,,,,,,,,,,,
,,,57995.74,,,,,,,,,,,,,
,,,108152.75,,,,,,,,,,,,,
,,,166144.98,,,,,,,,,,,,,
,,,101737.8,,,,,,,,,,,,,
,,,33326.71,,,,,,,,,,,,,
,,,81140.09,,,,,,,,,,,,,
,,,103232.6,,,,,,,,,,,,,
,,,120736.04,,,,,,,,,,,,,
,,,188772.45,,,,,,,,,,,,,
,,,114323.66,,,,,,,,,,,,,
,,,181534.04,,,,,,,,,,,,,
,,,178722.24,,,,,,,,,,,,,
,,,65374.86,,,,,,,,,,,,,
,,,102986.15,,,,,,,,,,,,,
,,,136643.84,,,,,,,,,,,,,
,,,9633.01,,,,,,,,,,,,,
,,,43496.36,,,,,,,,,,,,,
,,,24267.28,,,,,,,,,,,,,
,,,28269.86,,,,,,,,,,,,,
,,,143162.34,,,,,,,,,,,,,
,,,20199.3,,,,,,,,,,,,,
,,,48606.92,,,,,,,,,,,,,
,,,89013.67,,,,,,,,,,,,,
,,,59890.29,,,,,,,,,,,,,
,,,156439.56,,,,,,,,,,,,,
,,,24176.44,,,,,,,,,,,,,
,,,88947.56,,,,,,,,,,,,,
,,,11865.76,,,,,,,,,,,,,
,,,141449.86,,,,,,,,,,,,,
,,,149457.81,,,,,,,,,,,,,
,,,24924.92,,,,,,,,,,,,,
,,,139481.53,,,,,,,,,,,,,
,,,41268.65,,,,,,,,,,,,,
,,,1351.41,,,,,,,,,,,,,
,,,111175.09,,,,,,,,,,,,,
,,,95963.14,,,,,,,,,,,,,
,,,43128.95,,,,,,,,,,,,,
,,,96660.76,,,,,,,,,,,,,
,,,115818.16,,,,,,,,,,,,,
,,,37898.5,,,,,,,,,,,,,
,,,145222.93,,,,,,,,,,,,,
,,,41219.09,,,,,,,,,,,,,
,,,59249.83,,,,,,,,,,,,,
,,,116747.62,,,,,,,,,,,,,
,,,61257.83,,,,,,,,,,,,,
,,,141798.98,,,,,,,,,,,,,
,,,102638.35,,,,,,,,,,,,,
,,,13210.56,,,,,,,,,,,,,
,,,35550.97,,,,,,,,,,,,,
,,,142935.83,,,,,,,,,,,,,
,,,195486.28,,,,,,,,,,,,,
,,,63170,,,,,,,,,,,,,
,,,58320.06,,,,,,,,,,,,,
,,,18897.78,,,,,,,,,,,,,
,,,97879.02,,,,,,,,,,,,,
,,,63197.88,,,,,,,,,,,,,
,,,75860.01,,,,,,,,,,,,,
,,,78622.46,,,,,,,,,,,,,
,,,13460.27,,,,,,,,,,,,,
,,,19998.31,,,,,,,,,,,,,
